Date,NIFTY50,USDINR,GOLD_INR,GOLD_USD,NIFTYBEES
2023-05-05,18069.0,81.71610260009766,32.72532272338867,2017.4000244140625,197.83999633789062
2023-05-08,18264.400390625,81.72979736328125,33.04985809326172,2026.300048828125,199.7100067138672
2023-05-09,18265.94921875,81.78710174560547,32.95069885253906,2036.199951171875,199.6999969482422
2023-05-10,18315.099609375,82.1050033569336,34.25791549682617,2030.5,200.0
2023-05-11,18297.0,81.9198989868164,33.689945220947266,2014.699951171875,200.35000610351562
2023-05-12,18314.80078125,82.10030364990234,33.66290283203125,2014.5,200.25999450683594
2023-05-15,18398.849609375,82.20030212402344,33.11297607421875,2018.0,201.33999633789062
2023-05-16,18286.5,82.2667007446289,32.472896575927734,1988.4000244140625,200.50999450683594
2023-05-17,18181.75,82.2959976196289,32.79744338989258,1980.699951171875,199.75999450683594
2023-05-18,18129.94921875,82.45030212402344,33.42851257324219,1956.5,199.0500030517578
2023-05-19,18203.400390625,82.72509765625,33.491615295410156,1978.699951171875,199.82000732421875
2023-05-22,18314.400390625,82.90480041503906,33.6358528137207,1974.800048828125,200.74000549316406
2023-05-23,18348.0,82.82499694824219,33.34737777709961,1972.4000244140625,201.02000427246094
2023-05-24,18285.400390625,82.8906021118164,32.54501724243164,1962.800048828125,200.24000549316406
2023-05-25,18321.150390625,82.71369934082031,31.33696937561035,1943.0999755859375,200.6999969482422
2023-05-26,18499.349609375,82.74210357666016,32.01311111450195,1944.0999755859375,202.85000610351562
2023-05-29,18598.650390625,82.57479858398438,,,204.13999938964844
2023-05-30,18633.849609375,82.57969665527344,31.60743522644043,1958.0,204.36000061035156
2023-05-31,18534.400390625,82.68389892578125,30.534616470336914,1963.9000244140625,203.66000366210938
2023-06-01,18487.75,82.66680145263672,31.08454704284668,1978.0,202.99000549316406
2023-06-02,18534.099609375,82.27670288085938,31.64349365234375,1952.4000244140625,203.83999633789062
2023-06-05,18593.849609375,82.40979766845703,32.62614822387695,1958.0,204.27999877929688
2023-06-06,18599.0,82.51119995117188,33.61781692504883,1965.5,204.0399932861328
2023-06-07,18726.400390625,82.51719665527344,34.12268829345703,1942.699951171875,205.33999633789062
2023-06-08,18634.55078125,82.61810302734375,34.15423583984375,1963.5999755859375,204.50999450683594
2023-06-09,18563.400390625,82.48829650878906,33.59077835083008,1962.199951171875,204.02999877929688
2023-06-12,18601.5,82.4448013305664,33.46456527709961,1955.300048828125,204.4600067138672
2023-06-13,18716.150390625,82.33719635009766,33.65388107299805,1944.5999755859375,205.4499969482422
2023-06-14,18755.900390625,82.29039764404297,33.23918914794922,1955.300048828125,205.85000610351562
2023-06-15,18688.099609375,82.04499816894531,32.54501724243164,1957.800048828125,205.30999755859375
2023-06-16,18826.0,81.9126968383789,32.43682861328125,1958.4000244140625,206.69000244140625
2023-06-19,18755.44921875,81.91480255126953,,,205.8699951171875
2023-06-20,18816.69921875,81.98139953613281,33.1490364074707,1935.5,206.5
2023-06-21,18856.849609375,81.9917984008789,34.25791549682617,1933.300048828125,206.8699951171875
2023-06-22,18771.25,81.94149780273438,34.014495849609375,1912.699951171875,206.24000549316406
2023-06-23,18665.5,81.91929626464844,32.49092483520508,1919.0999755859375,204.97999572753906
2023-06-26,18691.19921875,81.98480224609375,32.61714172363281,1923.699951171875,205.1699981689453
2023-06-27,18817.400390625,82.00650024414062,32.328643798828125,1914.0,206.4600067138672
2023-06-28,18972.099609375,81.99839782714844,32.25652313232422,1912.300048828125,208.17999267578125
2023-06-29,,82.02649688720703,33.03183364868164,1909.199951171875,
2023-06-30,19189.05078125,82.07540130615234,33.7485466003418,1921.0999755859375,210.61000061035156
2023-07-03,19322.55078125,82.09629821777344,33.951385498046875,1921.699951171875,212.3000030517578
2023-07-04,19389.0,81.95010375976562,,,213.05999755859375
2023-07-05,19398.5,82.0071029663086,32.977745056152344,1919.5999755859375,212.9199981689453
2023-07-06,19497.30078125,82.39409637451172,32.572059631347656,1908.699951171875,213.9600067138672
2023-07-07,19331.80078125,82.76840209960938,33.03183364868164,1926.199951171875,212.72000122070312
2023-07-10,19355.900390625,82.61530303955078,33.5637321472168,1925.0,212.63999938964844
2023-07-11,19439.400390625,82.52529907226562,34.50131607055664,1931.300048828125,213.4499969482422
2023-07-12,19384.30078125,82.39990234375,35.29466247558594,1956.199951171875,213.25
2023-07-13,19413.75,82.00180053710938,35.90769958496094,1959.199951171875,213.69000244140625
2023-07-14,19564.5,82.03079986572266,35.894107818603516,1960.0999755859375,214.8300018310547
2023-07-17,19711.44921875,82.07679748535156,36.605377197265625,1952.4000244140625,216.52999877929688
2023-07-18,19749.25,82.06159973144531,36.85908126831055,1977.199951171875,217.02000427246094
2023-07-19,19833.150390625,82.07540130615234,37.03123092651367,1977.5,217.97000122070312
2023-07-20,19979.150390625,82.06169891357422,36.79564666748047,1968.300048828125,219.50999450683594
2023-07-21,19745.0,82.0823974609375,36.76845932006836,1964.300048828125,217.47999572753906
2023-07-24,19672.349609375,81.99030303955078,37.275875091552734,1960.300048828125,216.72999572753906
2023-07-25,19680.599609375,81.81420135498047,37.438961029052734,1962.0999755859375,216.63999938964844
2023-07-26,19778.30078125,81.95010375976562,37.94636535644531,1968.9000244140625,217.72000122070312
2023-07-27,19659.900390625,81.97550201416016,36.052669525146484,1945.4000244140625,216.6300048828125
2023-07-28,19646.05078125,82.3749008178711,36.74128723144531,1960.4000244140625,216.33999633789062
2023-07-31,19753.80078125,82.25279998779297,36.958740234375,1970.5,217.5800018310547
2023-08-01,19733.55078125,82.2332992553711,36.80470657348633,1940.699951171875,217.22999572753906
2023-08-02,19526.55078125,82.30729675292969,35.7083625793457,1937.4000244140625,215.10000610351562
2023-08-03,19381.650390625,82.7332992553711,35.210018157958984,1932.0,213.55999755859375
2023-08-04,19517.0,82.7843017578125,35.12847900390625,1939.5999755859375,215.0399932861328
2023-08-07,19597.30078125,82.69529724121094,34.92007827758789,1933.5,215.9499969482422
2023-08-08,19570.849609375,82.74829864501953,34.17710494995117,1924.0999755859375,215.7899932861328
2023-08-09,19632.55078125,82.84500122070312,33.850914001464844,1915.4000244140625,216.49000549316406
2023-08-10,19543.099609375,82.86630249023438,33.0988655090332,1914.4000244140625,215.3300018310547
2023-08-11,19428.30078125,82.79989624023438,33.080745697021484,1912.9000244140625,214.39999389648438
2023-08-14,19434.55078125,82.89730072021484,32.618648529052734,1910.5999755859375,214.50999450683594
